,0,1,2,Latitude,Longitude
0,石狩郵便局,https://map.japanpost.jp/p/search/dtl/300190115000/?&cond2=1&cond200=1&&his=sa2,061-3299 北海道石狩市花川北三条２−２００,43.1636286,141.3095697
1,石狩郵便局,https://map.japanpost.jp/p/search/dtl/300190115000/?&cond2=1&cond200=1&&his=sa2,061-3299 北海道石狩市花川北三条２−２００,43.1636286,141.3095697
2,厚田郵便局,https://map.japanpost.jp/p/search/dtl/300190013000/?&cond2=1&cond200=1&&his=sa2,061-3699 北海道石狩市厚田区厚田４４−６,43.3990756,141.4346525
3,石狩親船郵便局,https://map.japanpost.jp/p/search/dtl/300190171000/?&cond2=1&cond200=1&&his=sa2,061-3377 北海道石狩市親船町６０−９,43.2262464,141.3400956
4,石狩北郵便局,https://map.japanpost.jp/p/search/dtl/300190006000/?&cond2=1&cond200=1&&his=sa2,061-3399 北海道石狩市八幡２−３３２−１３,43.2453697,141.3720225
5,石狩市役所前郵便局,https://map.japanpost.jp/p/search/dtl/300190481000/?&cond2=1&cond200=1&&his=sa2,061-3217 北海道石狩市花川北七条１−７−１,43.1718953,141.3173786
6,石狩高岡郵便局,https://map.japanpost.jp/p/search/dtl/300190230000/?&cond2=1&cond200=1&&his=sa2,061-3481 北海道石狩市八幡町高岡２５１−５,43.2538536,141.4253539
7,石狩花川北二条郵便局,https://map.japanpost.jp/p/search/dtl/300190446000/?&cond2=1&cond200=1&&his=sa2,061-3212 北海道石狩市花川北二条５−５７−６,43.1536525,141.3120492
8,石狩花川南一条郵便局,https://map.japanpost.jp/p/search/dtl/300190573000/?&cond2=1&cond200=1&&his=sa2,061-3201 北海道石狩市花川南一条２−１３０,43.1563244,141.3007642
9,石狩花川南五条郵便局,https://map.japanpost.jp/p/search/dtl/300190456000/?&cond2=1&cond200=1&&his=sa2,061-3205 北海道石狩市花川南五条２−２１８−２,43.1477528,141.2914547
10,石狩花川南八条郵便局,https://map.japanpost.jp/p/search/dtl/300190500000/?&cond2=1&cond200=1&&his=sa2,061-3208 北海道石狩市花川南八条３−２５,43.1414067,141.2845164
11,石狩本町簡易郵便局,https://map.japanpost.jp/p/search/dtl/300190839000/?&cond2=1&cond200=1&&his=sa2,061-3377 北海道石狩市親船町１０７,43.2436036,141.3507353
12,石狩南高校前郵便局,https://map.japanpost.jp/p/search/dtl/300190562000/?&cond2=1&cond200=1&&his=sa2,061-3208 北海道石狩市花川南八条５−５,43.13784,141.2890636
13,浜益郵便局,https://map.japanpost.jp/p/search/dtl/300190012000/?&cond2=1&cond200=1&&his=sa2,061-3199 北海道石狩市浜益区浜益６３０−２,43.6010997,141.3834561
14,幌郵便局,https://map.japanpost.jp/p/search/dtl/300190101000/?&cond2=1&cond200=1&&his=sa2,061-3103 北海道石狩市浜益区幌２１−９,43.6497883,141.3535692
15,望来郵便局,https://map.japanpost.jp/p/search/dtl/300190148000/?&cond2=1&cond200=1&&his=sa2,061-3523 北海道石狩市厚田区望来９４−２２,43.31223,141.4130175
