,0,1,2,Latitude,Longitude
0,五里合郵便局,https://map.japanpost.jp/p/search/dtl/300186149000/?&cond2=1&cond200=1&&his=sa2,010-0353 秋田県男鹿市五里合神谷石神６２−９,39.9779864,139.8719964
1,五里合郵便局,https://map.japanpost.jp/p/search/dtl/300186149000/?&cond2=1&cond200=1&&his=sa2,010-0353 秋田県男鹿市五里合神谷石神６２−９,39.9779864,139.8719964
2,浦田簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186780000/?&cond2=1&cond200=1&&his=sa2,010-0345 秋田県男鹿市脇本浦田大保田４,39.9333986,139.9038722
3,男鹿温泉簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186836000/?&cond2=1&cond200=1&&his=sa2,010-0687 秋田県男鹿市北浦湯本草木原１−１３,39.9743603,139.7419578
4,男鹿中郵便局,https://map.japanpost.jp/p/search/dtl/300186146000/?&cond2=1&cond200=1&&his=sa2,010-0663 秋田県男鹿市男鹿中滝川坂ノ下４８−１１,39.9358078,139.8365469
5,男鹿郵便局,https://map.japanpost.jp/p/search/dtl/300186040000/?&cond2=1&cond200=1&&his=sa2,010-0599 秋田県男鹿市船川港船川外ケ沢１２６−１４,39.8797328,139.8454558
6,女川簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186750000/?&cond2=1&cond200=1&&his=sa2,010-0523 秋田県男鹿市船川港女川鵜ノ崎１００,39.8630092,139.8201978
7,金川郵便局,https://map.japanpost.jp/p/search/dtl/300186256000/?&cond2=1&cond200=1&&his=sa2,010-0503 秋田県男鹿市船川港金川金川４１−１,39.8971206,139.8600578
8,北浦郵便局,https://map.japanpost.jp/p/search/dtl/300186033000/?&cond2=1&cond200=1&&his=sa2,010-0699 秋田県男鹿市北浦北浦表町表町５３−３,39.9660308,139.7802339
9,田中簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186788000/?&cond2=1&cond200=1&&his=sa2,010-0502 秋田県男鹿市船川港比詰神田前１０９−３,39.9164458,139.8521414
10,椿郵便局,https://map.japanpost.jp/p/search/dtl/300186188000/?&cond2=1&cond200=1&&his=sa2,010-0532 秋田県男鹿市船川港椿家ノ後１３−１,39.86625,139.7808764
11,戸賀郵便局,https://map.japanpost.jp/p/search/dtl/300186108000/?&cond2=1&cond200=1&&his=sa2,010-0674 秋田県男鹿市戸賀戸賀戸賀９３,39.9613581,139.7135183
12,入道崎郵便局,https://map.japanpost.jp/p/search/dtl/300186259000/?&cond2=1&cond200=1&&his=sa2,010-0675 秋田県男鹿市北浦入道崎嶋畑９０,39.9991825,139.7071467
13,野石郵便局,https://map.japanpost.jp/p/search/dtl/300186183000/?&cond2=1&cond200=1&&his=sa2,010-0401 秋田県男鹿市野石宮沢３３−２,40.0238606,139.9238664
14,福米沢簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186787000/?&cond2=1&cond200=1&&his=sa2,010-0411 秋田県男鹿市福米沢福米３３−６,39.9945108,139.9294814
15,払戸郵便局,https://map.japanpost.jp/p/search/dtl/300186124000/?&cond2=1&cond200=1&&his=sa2,010-0431 秋田県男鹿市払戸渡部１０９−８,39.93854,139.9262175
16,船越郵便局,https://map.japanpost.jp/p/search/dtl/300186038000/?&cond2=1&cond200=1&&his=sa2,010-0399 秋田県男鹿市船越本町５−１,39.9037075,139.9446511
17,山田簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186782000/?&cond2=1&cond200=1&&his=sa2,010-0665 秋田県男鹿市男鹿中山町家口８２−１,39.9449281,139.8193825
18,若美郵便局,https://map.japanpost.jp/p/search/dtl/300186071000/?&cond2=1&cond200=1&&his=sa2,010-0499 秋田県男鹿市角間崎家ノ下１２１,39.9591322,139.9142603
19,脇本駅前簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186748000/?&cond2=1&cond200=1&&his=sa2,010-0342 秋田県男鹿市脇本脇本向山１８−１２,39.9142975,139.9028725
20,脇本郵便局,https://map.japanpost.jp/p/search/dtl/300186116000/?&cond2=1&cond200=1&&his=sa2,010-0342 秋田県男鹿市脇本脇本大石館１１１−１,39.9074372,139.9049614
