,0,1,2,Latitude,Longitude
0,あずま伊崎郵便局,https://map.japanpost.jp/p/search/dtl/300106218000/?&cond2=1&cond200=1&&his=sa2,300-0603 茨城県稲敷市伊佐部１８３０−１０,35.9386461,140.4104358
1,あずま伊崎郵便局,https://map.japanpost.jp/p/search/dtl/300106218000/?&cond2=1&cond200=1&&his=sa2,300-0603 茨城県稲敷市伊佐部１８３０−１０,35.9386461,140.4104358
2,東郵便局,https://map.japanpost.jp/p/search/dtl/300106161000/?&cond2=1&cond200=1&&his=sa2,300-0743 茨城県稲敷市曲渕１３３−１,35.9101758,140.4157058
3,阿波郵便局,https://map.japanpost.jp/p/search/dtl/300106071000/?&cond2=1&cond200=1&&his=sa2,300-0699 茨城県稲敷市阿波１５００−１,35.9517019,140.3822897
4,浮島郵便局,https://map.japanpost.jp/p/search/dtl/300106142000/?&cond2=1&cond200=1&&his=sa2,300-0641 茨城県稲敷市浮島３６６２,35.9715172,140.4335536
5,江戸崎郵便局,https://map.japanpost.jp/p/search/dtl/300106006000/?&cond2=1&cond200=1&&his=sa2,300-0599 茨城県稲敷市江戸崎甲３５５８−１,35.9573547,140.3179444
6,大須賀郵便局,https://map.japanpost.jp/p/search/dtl/300106303000/?&cond2=1&cond200=1&&his=sa2,300-0617 茨城県稲敷市福田５５６−６,35.9379719,140.3713964
7,桜川古渡郵便局,https://map.japanpost.jp/p/search/dtl/300106108000/?&cond2=1&cond200=1&&his=sa2,300-0638 茨城県稲敷市古渡３０４−１,35.9721983,140.3552086
8,柴崎郵便局,https://map.japanpost.jp/p/search/dtl/300106158000/?&cond2=1&cond200=1&&his=sa2,300-1412 茨城県稲敷市柴崎３７８,35.9085667,140.2996947
9,下太田郵便局,https://map.japanpost.jp/p/search/dtl/300106343000/?&cond2=1&cond200=1&&his=sa2,300-1424 茨城県稲敷市下太田６５−２,35.9199606,140.3230822
10,根本郵便局,https://map.japanpost.jp/p/search/dtl/300106121000/?&cond2=1&cond200=1&&his=sa2,301-0902 茨城県稲敷市上根本３４７８,35.9177003,140.2654306
11,鳩崎郵便局,https://map.japanpost.jp/p/search/dtl/300106322000/?&cond2=1&cond200=1&&his=sa2,300-0508 茨城県稲敷市佐倉７０８−２,35.9956339,140.3284039
12,本新島郵便局,https://map.japanpost.jp/p/search/dtl/300106234000/?&cond2=1&cond200=1&&his=sa2,300-0726 茨城県稲敷市西代１８１４,35.9248775,140.4846408
