,0,1,2,Latitude,Longitude
0,太田郵便局,https://map.japanpost.jp/p/search/dtl/300104005000/?&cond2=1&cond200=1&&his=sa2,373-8799 群馬県太田市飯田町９４８,36.2898269,139.3768431
1,太田郵便局,https://map.japanpost.jp/p/search/dtl/300104005000/?&cond2=1&cond200=1&&his=sa2,373-8799 群馬県太田市飯田町９４８,36.2898269,139.3768431
2,生品郵便局,https://map.japanpost.jp/p/search/dtl/300104094000/?&cond2=1&cond200=1&&his=sa2,370-0314 群馬県太田市新田市野井町７−１,36.3044781,139.31052
3,太田飯田郵便局,https://map.japanpost.jp/p/search/dtl/300104290000/?&cond2=1&cond200=1&&his=sa2,373-0851 群馬県太田市飯田町７９４−２,36.2873575,139.3835403
4,太田宝郵便局,https://map.japanpost.jp/p/search/dtl/300104301000/?&cond2=1&cond200=1&&his=sa2,373-0042 群馬県太田市宝町５３８−１,36.2892042,139.3329278
5,太田鳥山郵便局,https://map.japanpost.jp/p/search/dtl/300104291000/?&cond2=1&cond200=1&&his=sa2,373-0063 群馬県太田市鳥山下町８７７−１０,36.3149378,139.3545339
6,太田西本町郵便局,https://map.japanpost.jp/p/search/dtl/300104189000/?&cond2=1&cond200=1&&his=sa2,373-0033 群馬県太田市西本町６−１２,36.2966481,139.3674106
7,太田浜町郵便局,https://map.japanpost.jp/p/search/dtl/300104263000/?&cond2=1&cond200=1&&his=sa2,373-0853 群馬県太田市浜町１９−１４,36.2914769,139.3717042
8,太田東本町郵便局,https://map.japanpost.jp/p/search/dtl/300104183000/?&cond2=1&cond200=1&&his=sa2,373-0026 群馬県太田市東本町４４−３６,36.2989344,139.3774456
9,太田福沢郵便局,https://map.japanpost.jp/p/search/dtl/300104306000/?&cond2=1&cond200=1&&his=sa2,373-0831 群馬県太田市福沢町３０４−３,36.2703894,139.3570869
10,太田竜舞郵便局,https://map.japanpost.jp/p/search/dtl/300104088000/?&cond2=1&cond200=1&&his=sa2,373-0806 群馬県太田市龍舞町２０８０−７,36.2813953,139.4112653
11,尾島郵便局,https://map.japanpost.jp/p/search/dtl/300104055000/?&cond2=1&cond200=1&&his=sa2,370-0499 群馬県太田市尾島町２６５−５,36.2602078,139.3234261
12,木崎郵便局,https://map.japanpost.jp/p/search/dtl/300104017000/?&cond2=1&cond200=1&&his=sa2,370-0399 群馬県太田市新田木崎町１３１８−１６,36.2839631,139.3046556
13,強戸郵便局,https://map.japanpost.jp/p/search/dtl/300104093000/?&cond2=1&cond200=1&&his=sa2,373-0007 群馬県太田市石橋町８４２,36.3314139,139.3389678
14,世良田郵便局,https://map.japanpost.jp/p/search/dtl/300104087000/?&cond2=1&cond200=1&&his=sa2,370-0426 群馬県太田市世良田町１３６９−３,36.2665058,139.2786978
15,高林郵便局,https://map.japanpost.jp/p/search/dtl/300104150000/?&cond2=1&cond200=1&&his=sa2,373-0861 群馬県太田市南矢島町679-1（太田都市計画事業東矢島土地区画整理事業103街区4番）,36.2630683,139.3794397
16,韮川郵便局,https://map.japanpost.jp/p/search/dtl/300104166000/?&cond2=1&cond200=1&&his=sa2,373-0801 群馬県太田市台之郷町１０６７−１,36.3080617,139.4003936
17,宝泉郵便局,https://map.japanpost.jp/p/search/dtl/300104190000/?&cond2=1&cond200=1&&his=sa2,373-0035 群馬県太田市藤久良町８０−１,36.2929017,139.3502783
18,毛里田郵便局,https://map.japanpost.jp/p/search/dtl/300104112000/?&cond2=1&cond200=1&&his=sa2,373-0016 群馬県太田市矢田堀町２６６−３,36.3361725,139.3836875
19,藪塚駅前郵便局,https://map.japanpost.jp/p/search/dtl/300104232000/?&cond2=1&cond200=1&&his=sa2,379-2301 群馬県太田市藪塚町１４３４−１,36.3574756,139.314405
20,藪塚本町郵便局,https://map.japanpost.jp/p/search/dtl/300104041000/?&cond2=1&cond200=1&&his=sa2,379-2399 群馬県太田市大原町６１０−１,36.3575861,139.2968208
21,綿打郵便局,https://map.japanpost.jp/p/search/dtl/300104167000/?&cond2=1&cond200=1&&his=sa2,370-0346 群馬県太田市新田上田中町７９２−１,36.3069847,139.2787569
