,0,1,2,Latitude,Longitude
0,恵庭郵便局,https://map.japanpost.jp/p/search/dtl/300190056000/?&cond2=1&cond200=1&&his=sa2,061-1499 北海道恵庭市住吉町２−５−１２,42.8762569,141.5830744
1,恵庭郵便局,https://map.japanpost.jp/p/search/dtl/300190056000/?&cond2=1&cond200=1&&his=sa2,061-1499 北海道恵庭市住吉町２−５−１２,42.8762569,141.5830744
2,恵庭有明郵便局,https://map.japanpost.jp/p/search/dtl/300190344000/?&cond2=1&cond200=1&&his=sa2,061-1431 北海道恵庭市有明町１−１３−１１,42.8876106,141.5718656
3,恵庭漁町郵便局,https://map.japanpost.jp/p/search/dtl/300190428000/?&cond2=1&cond200=1&&his=sa2,061-1414 北海道恵庭市漁町２ー１−１９,42.8807589,141.5767381
4,恵庭駅前郵便局,https://map.japanpost.jp/p/search/dtl/300190411000/?&cond2=1&cond200=1&&his=sa2,061-1448 北海道恵庭市相生町1丁目8番1号,42.8824208,141.5859431
5,恵庭柏木中通郵便局,https://map.japanpost.jp/p/search/dtl/300190550000/?&cond2=1&cond200=1&&his=sa2,061-1434 北海道恵庭市柏陽町３−２２−１０,42.8935797,141.5669639
6,恵庭黄金郵便局,https://map.japanpost.jp/p/search/dtl/300190556000/?&cond2=1&cond200=1&&his=sa2,061-1409 北海道恵庭市黄金南１−１０−４,42.8830039,141.5915258
7,恵庭柏陽簡易郵便局,https://map.japanpost.jp/p/search/dtl/300190809000/?&cond2=1&cond200=1&&his=sa2,061-1434 北海道恵庭市柏陽町１−２５−８,42.8978619,141.5707439
8,恵庭恵み野中郵便局,https://map.japanpost.jp/p/search/dtl/300190213000/?&cond2=1&cond200=1&&his=sa2,061-1373 北海道恵庭市恵み野西５−３−２,42.906795,141.5840778
9,恵庭恵み野郵便局,https://map.japanpost.jp/p/search/dtl/300190489000/?&cond2=1&cond200=1&&his=sa2,061-1373 北海道恵庭市恵み野西１−２３−１,42.9028503,141.5783233
10,島松郵便局,https://map.japanpost.jp/p/search/dtl/300190187000/?&cond2=1&cond200=1&&his=sa2,061-1351 北海道恵庭市島松東町３−１−１,42.9194592,141.5778058
11,中恵庭簡易郵便局,https://map.japanpost.jp/p/search/dtl/300190840000/?&cond2=1&cond200=1&&his=sa2,061-1404 北海道恵庭市上山口２８,42.9059539,141.6059708
