,0,1,2,Latitude,Longitude
0,石岡郵便局,https://map.japanpost.jp/p/search/dtl/300106011000/?&cond2=1&cond200=1&&his=sa2,315-8799 茨城県石岡市府中１−７−２８,36.1926439,140.2782106
1,石岡郵便局,https://map.japanpost.jp/p/search/dtl/300106011000/?&cond2=1&cond200=1&&his=sa2,315-8799 茨城県石岡市府中１−７−２８,36.1926439,140.2782106
2,葦穂郵便局,https://map.japanpost.jp/p/search/dtl/300106327000/?&cond2=1&cond200=1&&his=sa2,315-0164 茨城県石岡市芦穂中部小屋６６−３,36.2569828,140.1708986
3,石岡自由ヶ丘郵便局,https://map.japanpost.jp/p/search/dtl/300106404000/?&cond2=1&cond200=1&&his=sa2,315-0037 茨城県石岡市東石岡４−１１−２４,36.1863867,140.2992753
4,石岡南台郵便局,https://map.japanpost.jp/p/search/dtl/300106464000/?&cond2=1&cond200=1&&his=sa2,315-0035 茨城県石岡市南台２−９−２,36.1824531,140.2917208
5,石岡守木町郵便局,https://map.japanpost.jp/p/search/dtl/300106328000/?&cond2=1&cond200=1&&his=sa2,315-0014 茨城県石岡市国府６−３−６,36.1864253,140.2738886
6,石岡若松郵便局,https://map.japanpost.jp/p/search/dtl/300106398000/?&cond2=1&cond200=1&&his=sa2,315-0018 茨城県石岡市若松１−８−１７,36.1989261,140.2689031
7,小幡郵便局,https://map.japanpost.jp/p/search/dtl/300106126000/?&cond2=1&cond200=1&&his=sa2,315-0155 茨城県石岡市小幡６９５−３,36.2229847,140.1581819
8,瓦会郵便局,https://map.japanpost.jp/p/search/dtl/300106170000/?&cond2=1&cond200=1&&his=sa2,315-0111 茨城県石岡市瓦谷２３３６−４,36.2760658,140.2139694
9,北石岡簡易郵便局,https://map.japanpost.jp/p/search/dtl/300106762000/?&cond2=1&cond200=1&&his=sa2,315-0012 茨城県石岡市北府中３−８−１,36.2142508,140.2722106
10,小桜郵便局,https://map.japanpost.jp/p/search/dtl/300106298000/?&cond2=1&cond200=1&&his=sa2,315-0141 茨城県石岡市月岡４２９,36.2035378,140.1853619
11,園部郵便局,https://map.japanpost.jp/p/search/dtl/300106340000/?&cond2=1&cond200=1&&his=sa2,315-0125 茨城県石岡市山崎１６９４−８,36.2615625,140.2497197
12,高浜郵便局,https://map.japanpost.jp/p/search/dtl/300106096000/?&cond2=1&cond200=1&&his=sa2,315-0045 茨城県石岡市高浜８１１,36.1628081,140.3028311
13,林郵便局,https://map.japanpost.jp/p/search/dtl/300106337000/?&cond2=1&cond200=1&&his=sa2,315-0131 茨城県石岡市下林８３４−１２,36.2308242,140.2186678
14,三村簡易郵便局,https://map.japanpost.jp/p/search/dtl/300106771000/?&cond2=1&cond200=1&&his=sa2,315-0048 茨城県石岡市三村１７５７ー１,36.1525236,140.2789725
15,八郷郵便局,https://map.japanpost.jp/p/search/dtl/300106048000/?&cond2=1&cond200=1&&his=sa2,315-0116 茨城県石岡市柿岡２０２６,36.2405031,140.1960197
