,0,1,2,Latitude,Longitude
0,大田原郵便局,https://map.japanpost.jp/p/search/dtl/300107004000/?&cond2=1&cond200=1&&his=sa2,324-8799 栃木県大田原市新富町１−９−８,36.8634894,140.0301553
1,大田原郵便局,https://map.japanpost.jp/p/search/dtl/300107004000/?&cond2=1&cond200=1&&his=sa2,324-8799 栃木県大田原市新富町１−９−８,36.8634894,140.0301553
2,市野沢郵便局,https://map.japanpost.jp/p/search/dtl/300107202000/?&cond2=1&cond200=1&&his=sa2,324-0006 栃木県大田原市市野沢７６７−４,36.9055689,140.0521992
3,大田原佐久山郵便局,https://map.japanpost.jp/p/search/dtl/300107024000/?&cond2=1&cond200=1&&his=sa2,324-0032 栃木県大田原市佐久山２２２６−８,36.8087753,140.0074683
4,大田原住吉郵便局,https://map.japanpost.jp/p/search/dtl/300107206000/?&cond2=1&cond200=1&&his=sa2,324-0057 栃木県大田原市住吉町２−１８−８,36.8717186,140.0198728
5,大田原中央一郵便局,https://map.japanpost.jp/p/search/dtl/300107275000/?&cond2=1&cond200=1&&his=sa2,324-0056 栃木県大田原市中央１−１０−５,36.8660561,140.0259719
6,大田原西原簡易郵便局,https://map.japanpost.jp/p/search/dtl/300107708000/?&cond2=1&cond200=1&&his=sa2,324-0047 栃木県大田原市美原１−１３−９,36.8579839,140.007805
7,大田原野崎郵便局,https://map.japanpost.jp/p/search/dtl/300107110000/?&cond2=1&cond200=1&&his=sa2,324-0038 栃木県大田原市野崎２−１１−１,36.8447036,139.9562136
8,金丸原郵便局,https://map.japanpost.jp/p/search/dtl/300107175000/?&cond2=1&cond200=1&&his=sa2,324-0011 栃木県大田原市北金丸１５７２−２,36.8688156,140.0796686
9,川上簡易郵便局,https://map.japanpost.jp/p/search/dtl/300107721000/?&cond2=1&cond200=1&&his=sa2,324-0214 栃木県大田原市川上１５２−１,36.8795556,140.2177939
10,黒羽須佐木郵便局,https://map.japanpost.jp/p/search/dtl/300107078000/?&cond2=1&cond200=1&&his=sa2,324-0212 栃木県大田原市須佐木２８２−４,36.8431544,140.1991961
11,黒羽前田郵便局,https://map.japanpost.jp/p/search/dtl/300107186000/?&cond2=1&cond200=1&&his=sa2,324-0234 栃木県大田原市前田１９５−２,36.869505,140.1256322
12,黒羽郵便局,https://map.japanpost.jp/p/search/dtl/300107015000/?&cond2=1&cond200=1&&his=sa2,324-0299 栃木県大田原市黒羽向町４５０−４,36.8617339,140.1139169
13,寒井簡易郵便局,https://map.japanpost.jp/p/search/dtl/300107713000/?&cond2=1&cond200=1&&his=sa2,324-0246 栃木県大田原市寒井７８７−２,36.9152083,140.1187153
14,佐良土郵便局,https://map.japanpost.jp/p/search/dtl/300107143000/?&cond2=1&cond200=1&&his=sa2,324-0499 栃木県大田原市佐良土１３９６−２,36.7930836,140.1223672
15,須賀川郵便局,https://map.japanpost.jp/p/search/dtl/300107183000/?&cond2=1&cond200=1&&his=sa2,324-0211 栃木県大田原市須賀川１８４３,36.8207186,140.2445769
16,親園郵便局,https://map.japanpost.jp/p/search/dtl/300107187000/?&cond2=1&cond200=1&&his=sa2,324-0043 栃木県大田原市浅香５−３７６９−１２,36.8367719,140.0157744
17,蛭田簡易郵便局,https://map.japanpost.jp/p/search/dtl/300107707000/?&cond2=1&cond200=1&&his=sa2,324-0412 栃木県大田原市蛭田１９８５−２３,36.8233447,140.0797814
18,福原郵便局,https://map.japanpost.jp/p/search/dtl/300107182000/?&cond2=1&cond200=1&&his=sa2,324-0024 栃木県大田原市福原３３１−２,36.8032294,140.0607133
19,両郷郵便局,https://map.japanpost.jp/p/search/dtl/300107148000/?&cond2=1&cond200=1&&his=sa2,324-0206 栃木県大田原市中野内６２９−４,36.9162339,140.1521461
