,0,1,2,Latitude,Longitude
0,大館郵便局,https://map.japanpost.jp/p/search/dtl/300186003000/?&cond2=1&cond200=1&&his=sa2,017-8799 秋田県大館市中城１２−３,40.2711986,140.5658272
1,大館郵便局,https://map.japanpost.jp/p/search/dtl/300186003000/?&cond2=1&cond200=1&&his=sa2,017-8799 秋田県大館市中城１２−３,40.2711986,140.5658272
2,岩瀬郵便局,https://map.japanpost.jp/p/search/dtl/300186189000/?&cond2=1&cond200=1&&his=sa2,018-3501 秋田県大館市岩瀬街道脇４０−４,40.2733961,140.4641064
3,羽後二井田郵便局,https://map.japanpost.jp/p/search/dtl/300186247000/?&cond2=1&cond200=1&&his=sa2,018-5751 秋田県大館市二井田贄ノ里１８５−２,40.2377603,140.5532578
4,羽後東館郵便局,https://map.japanpost.jp/p/search/dtl/300186190000/?&cond2=1&cond200=1&&his=sa2,018-5721 秋田県大館市比内町独鈷独鈷３−３,40.193265,140.6015017
5,大葛郵便局,https://map.japanpost.jp/p/search/dtl/300186168000/?&cond2=1&cond200=1&&his=sa2,018-5851 秋田県大館市比内町大葛大葛３４,40.1292519,140.6678011
6,大滝温泉郵便局,https://map.japanpost.jp/p/search/dtl/300186270000/?&cond2=1&cond200=1&&his=sa2,018-5601 秋田県大館市十二所町頭２７−２,40.2129408,140.6421408
7,大館駅前郵便局,https://map.japanpost.jp/p/search/dtl/300186134000/?&cond2=1&cond200=1&&his=sa2,017-0044 秋田県大館市御成町２−９−１０,40.2837697,140.5589836
8,大館片山郵便局,https://map.japanpost.jp/p/search/dtl/300186279000/?&cond2=1&cond200=1&&his=sa2,017-0872 秋田県大館市片山町１−４−５,40.2728342,140.5466822
9,大館川口郵便局,https://map.japanpost.jp/p/search/dtl/300186244000/?&cond2=1&cond200=1&&his=sa2,017-0878 秋田県大館市川口長里２６６−１,40.2763828,140.4883153
10,大館狐台簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186817000/?&cond2=1&cond200=1&&his=sa2,017-0804 秋田県大館市柄沢狐台５１−７１,40.2584228,140.5688308
11,大館東台郵便局,https://map.japanpost.jp/p/search/dtl/300186293000/?&cond2=1&cond200=1&&his=sa2,017-0803 秋田県大館市東台５−１−５８,40.2718767,140.5780706
12,大館南町郵便局,https://map.japanpost.jp/p/search/dtl/300186186000/?&cond2=1&cond200=1&&his=sa2,017-0846 秋田県大館市常盤木町４−８,40.2670989,140.5588767
13,釈迦内郵便局,https://map.japanpost.jp/p/search/dtl/300186096000/?&cond2=1&cond200=1&&his=sa2,017-0012 秋田県大館市釈迦内釈迦内１７０,40.3048033,140.5633144
14,白沢郵便局,https://map.japanpost.jp/p/search/dtl/300186070000/?&cond2=1&cond200=1&&his=sa2,017-0002 秋田県大館市白沢白沢２７９−４,40.3405589,140.5902178
15,十二所郵便局,https://map.japanpost.jp/p/search/dtl/300186045000/?&cond2=1&cond200=1&&his=sa2,018-5601 秋田県大館市十二所十二所町２１３,40.2165369,140.6723389
16,長木郵便局,https://map.japanpost.jp/p/search/dtl/300186236000/?&cond2=1&cond200=1&&his=sa2,017-0031 秋田県大館市上代野八幡岱４−１３,40.2920392,140.5926936
17,西館郵便局,https://map.japanpost.jp/p/search/dtl/300186263000/?&cond2=1&cond200=1&&his=sa2,018-5731 秋田県大館市比内町笹館前田野７５−５,40.2109203,140.5646647
18,花岡本郷郵便局,https://map.japanpost.jp/p/search/dtl/300186257000/?&cond2=1&cond200=1&&his=sa2,017-0005 秋田県大館市花岡町鳥内１１３−７,40.3299672,140.5561033
19,花岡郵便局,https://map.japanpost.jp/p/search/dtl/300186144000/?&cond2=1&cond200=1&&his=sa2,017-0005 秋田県大館市花岡町前田１−１,40.3216208,140.54974
20,早口郵便局,https://map.japanpost.jp/p/search/dtl/300186058000/?&cond2=1&cond200=1&&his=sa2,018-3599 秋田県大館市早口上野４６−３,40.2710236,140.4475853
21,比内郵便局,https://map.japanpost.jp/p/search/dtl/300186011000/?&cond2=1&cond200=1&&his=sa2,018-5799 秋田県大館市比内町扇田上扇田７９−４,40.2279619,140.5828339
22,真中郵便局,https://map.japanpost.jp/p/search/dtl/300186171000/?&cond2=1&cond200=1&&his=sa2,017-0854 秋田県大館市赤石屋布３,40.2567936,140.5035867
23,山瀬郵便局,https://map.japanpost.jp/p/search/dtl/300186180000/?&cond2=1&cond200=1&&his=sa2,018-3501 秋田県大館市岩瀬赤川２６−４,40.2962481,140.4616969
24,雪沢簡易郵便局,https://map.japanpost.jp/p/search/dtl/300186734000/?&cond2=1&cond200=1&&his=sa2,017-0021 秋田県大館市雪沢上谷地１０８,40.2915247,140.6896617
