,0,1,2,Latitude,Longitude
0,芦別渓水簡易郵便局,https://map.japanpost.jp/p/search/dtl/300197782000/?&cond2=1&cond200=1&&his=sa2,075-0006 北海道芦別市北６条西３−１２−６,43.5307031,142.1774594
1,芦別渓水簡易郵便局,https://map.japanpost.jp/p/search/dtl/300197782000/?&cond2=1&cond200=1&&his=sa2,075-0006 北海道芦別市北６条西３−１２−６,43.5307031,142.1774594
2,芦別宮元郵便局,https://map.japanpost.jp/p/search/dtl/300197191000/?&cond2=1&cond200=1&&his=sa2,075-0013 北海道芦別市北三条東１,43.5233936,142.1859917
3,芦別郵便局,https://map.japanpost.jp/p/search/dtl/300197023000/?&cond2=1&cond200=1&&his=sa2,075-8799 北海道芦別市北一条東１−１０−５,43.5190481,142.1874764
4,上芦別なまこ山簡易郵便局,https://map.japanpost.jp/p/search/dtl/300197764000/?&cond2=1&cond200=1&&his=sa2,079-1371 北海道芦別市上芦別町７９−７,43.4978419,142.2040808
5,上芦別郵便局,https://map.japanpost.jp/p/search/dtl/300197121000/?&cond2=1&cond200=1&&his=sa2,079-1371 北海道芦別市上芦別町５２０,43.4911919,142.2097658
6,新城郵便局,https://map.japanpost.jp/p/search/dtl/300197092000/?&cond2=1&cond200=1&&his=sa2,075-0251 北海道芦別市新城町２３２−１,43.6119772,142.2027058
7,常磐郵便局,https://map.japanpost.jp/p/search/dtl/300197142000/?&cond2=1&cond200=1&&his=sa2,075-0018 北海道芦別市常磐町５１７−８,43.5439933,142.1579342
8,西芦別郵便局,https://map.japanpost.jp/p/search/dtl/300197154000/?&cond2=1&cond200=1&&his=sa2,075-0161 北海道芦別市西芦別町１,43.4894753,142.1737536
9,野花南郵便局,https://map.japanpost.jp/p/search/dtl/300197071000/?&cond2=1&cond200=1&&his=sa2,079-1372 北海道芦別市野花南町９８２−３,43.4746772,142.25888
10,頼城郵便局,https://map.japanpost.jp/p/search/dtl/300197177000/?&cond2=1&cond200=1&&his=sa2,075-0164 北海道芦別市頼城町４−６３,43.4522447,142.1600106
