,0,1,2,Latitude,Longitude
0,大船渡郵便局,https://map.japanpost.jp/p/search/dtl/300183130000/?&cond2=1&cond200=1&&his=sa2,022-8799 岩手県大船渡市盛町内ノ目１１−１９,39.081385,141.7117036
1,大船渡郵便局,https://map.japanpost.jp/p/search/dtl/300183130000/?&cond2=1&cond200=1&&his=sa2,022-8799 岩手県大船渡市盛町内ノ目１１−１９,39.081385,141.7117036
2,赤崎郵便局,https://map.japanpost.jp/p/search/dtl/300183182000/?&cond2=1&cond200=1&&his=sa2,022-0007 岩手県大船渡市赤崎町佐野８９−１,39.0789633,141.7247192
3,大船渡猪川郵便局,https://map.japanpost.jp/p/search/dtl/300183320000/?&cond2=1&cond200=1&&his=sa2,022-0004 岩手県大船渡市猪川町前田１１−１５,39.0958969,141.7068778
4,大船渡駅前郵便局,https://map.japanpost.jp/p/search/dtl/300183008000/?&cond2=1&cond200=1&&his=sa2,022-0002 岩手県大船渡市大船渡町茶屋前５５−７,39.0636503,141.7189628
5,三陸郵便局,https://map.japanpost.jp/p/search/dtl/300183145000/?&cond2=1&cond200=1&&his=sa2,022-0101 岩手県大船渡市三陸町越喜来所通２７−１７,39.1215189,141.8117367
6,蛸の浦簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183772000/?&cond2=1&cond200=1&&his=sa2,022-0007 岩手県大船渡市赤崎町蛸ノ浦６８,39.0349519,141.7372528
7,立根簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183710000/?&cond2=1&cond200=1&&his=sa2,022-0006 岩手県大船渡市立根町関谷６−２,39.1115347,141.71556
8,日頃市簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183701000/?&cond2=1&cond200=1&&his=sa2,022-0005 岩手県大船渡市日頃市町関谷６−１５,39.1241447,141.6710933
9,細浦郵便局,https://map.japanpost.jp/p/search/dtl/300183141000/?&cond2=1&cond200=1&&his=sa2,022-0001 岩手県大船渡市末崎町小細浦１０３−１,39.0125683,141.7167122
10,吉浜郵便局,https://map.japanpost.jp/p/search/dtl/300183057000/?&cond2=1&cond200=1&&his=sa2,022-0102 岩手県大船渡市三陸町吉浜沖田８０−２,39.1500547,141.8361969
11,綾里郵便局,https://map.japanpost.jp/p/search/dtl/300183099000/?&cond2=1&cond200=1&&his=sa2,022-0211 岩手県大船渡市三陸町綾里清水４７−１０,39.0494064,141.7942231
