,0,1,2,Latitude,Longitude
0,伊勢崎郵便局,https://map.japanpost.jp/p/search/dtl/300104009000/?&cond2=1&cond200=1&&his=sa2,372-8799 群馬県伊勢崎市曲輪町３６−２,36.3206333,139.1913589
1,伊勢崎郵便局,https://map.japanpost.jp/p/search/dtl/300104009000/?&cond2=1&cond200=1&&his=sa2,372-8799 群馬県伊勢崎市曲輪町３６−２,36.3206333,139.1913589
2,赤堀郵便局,https://map.japanpost.jp/p/search/dtl/300104153000/?&cond2=1&cond200=1&&his=sa2,379-2211 群馬県伊勢崎市市場町１−３５−１,36.3767828,139.2275594
3,伊勢崎太田郵便局,https://map.japanpost.jp/p/search/dtl/300104287000/?&cond2=1&cond200=1&&his=sa2,372-0006 群馬県伊勢崎市太田町８９３,36.3337325,139.1890417
4,伊勢崎上泉郵便局,https://map.japanpost.jp/p/search/dtl/300104272000/?&cond2=1&cond200=1&&his=sa2,372-0045 群馬県伊勢崎市上泉町２４９−３,36.3137817,139.1931314
5,伊勢崎寿町郵便局,https://map.japanpost.jp/p/search/dtl/300104269000/?&cond2=1&cond200=1&&his=sa2,372-0052 群馬県伊勢崎市寿町１５０−２,36.3330631,139.1992044
6,伊勢崎山王郵便局,https://map.japanpost.jp/p/search/dtl/300104304000/?&cond2=1&cond200=1&&his=sa2,372-0831 群馬県伊勢崎市山王町６４−１,36.3035328,139.1885514
7,伊勢崎三和郵便局,https://map.japanpost.jp/p/search/dtl/300104286000/?&cond2=1&cond200=1&&his=sa2,372-0011 群馬県伊勢崎市三和町２１９５−３,36.3461758,139.2141972
8,伊勢崎田中郵便局,https://map.japanpost.jp/p/search/dtl/300104162000/?&cond2=1&cond200=1&&his=sa2,372-0814 群馬県伊勢崎市田中町６７４−３,36.3139678,139.1635542
9,伊勢崎中央町郵便局,https://map.japanpost.jp/p/search/dtl/300104147000/?&cond2=1&cond200=1&&his=sa2,372-0042 群馬県伊勢崎市中央町２９−２,36.3165372,139.2013219
10,伊勢崎富塚郵便局,https://map.japanpost.jp/p/search/dtl/300104292000/?&cond2=1&cond200=1&&his=sa2,372-0833 群馬県伊勢崎市富塚町２４３１,36.2774514,139.1978492
11,伊勢崎豊受郵便局,https://map.japanpost.jp/p/search/dtl/300104101000/?&cond2=1&cond200=1&&his=sa2,372-0842 群馬県伊勢崎市馬見塚町１８０３,36.2778519,139.2192947
12,伊勢崎豊城郵便局,https://map.japanpost.jp/p/search/dtl/300104243000/?&cond2=1&cond200=1&&his=sa2,372-0012 群馬県伊勢崎市豊城町１９６２−１,36.3307808,139.2220128
13,伊勢崎名和郵便局,https://map.japanpost.jp/p/search/dtl/300104137000/?&cond2=1&cond200=1&&his=sa2,372-0834 群馬県伊勢崎市堀口町１１２−４,36.2918667,139.1814897
14,伊勢崎東本町郵便局,https://map.japanpost.jp/p/search/dtl/300104177000/?&cond2=1&cond200=1&&his=sa2,372-0025 群馬県伊勢崎市東本町３７７−７,36.3195111,139.2069467
15,伊勢崎宮郷郵便局,https://map.japanpost.jp/p/search/dtl/300104320000/?&cond2=1&cond200=1&&his=sa2,372-0802 群馬県伊勢崎市田中島町１４２０−３,36.3263297,139.1657706
16,国定郵便局,https://map.japanpost.jp/p/search/dtl/300104090000/?&cond2=1&cond200=1&&his=sa2,379-2299 群馬県伊勢崎市国定町２−２０１６−５,36.3604511,139.2394292
17,境東町郵便局,https://map.japanpost.jp/p/search/dtl/300104240000/?&cond2=1&cond200=1&&his=sa2,370-0124 群馬県伊勢崎市境２６１−１,36.2722411,139.2571964
18,境伊与久郵便局,https://map.japanpost.jp/p/search/dtl/300104117000/?&cond2=1&cond200=1&&his=sa2,370-0105 群馬県伊勢崎市境伊与久５９４−７,36.2949903,139.2291172
19,境島村簡易郵便局,https://map.japanpost.jp/p/search/dtl/300104807000/?&cond2=1&cond200=1&&his=sa2,370-0134 群馬県伊勢崎市境島村２５６５,36.2460794,139.2481558
20,境下淵名郵便局,https://map.japanpost.jp/p/search/dtl/300104253000/?&cond2=1&cond200=1&&his=sa2,370-0103 群馬県伊勢崎市境下渕名２６７６−５,36.3049231,139.2455461
21,境町駅前郵便局,https://map.japanpost.jp/p/search/dtl/300104310000/?&cond2=1&cond200=1&&his=sa2,370-0116 群馬県伊勢崎市境百々東２−１４,36.2776578,139.2554158
22,境郵便局,https://map.japanpost.jp/p/search/dtl/300104016000/?&cond2=1&cond200=1&&his=sa2,370-0199 群馬県伊勢崎市境下武士３６０−２,36.2745828,139.2463131
23,東小保方郵便局,https://map.japanpost.jp/p/search/dtl/300104231000/?&cond2=1&cond200=1&&his=sa2,379-2234 群馬県伊勢崎市東小保方町３４６５−７,36.3283689,139.2481667
24,茂呂郵便局,https://map.japanpost.jp/p/search/dtl/300104135000/?&cond2=1&cond200=1&&his=sa2,372-0034 群馬県伊勢崎市茂呂町１−３４１３−１,36.3042439,139.2049639
