,0,1,2,Latitude,Longitude
0,会津赤沢郵便局,https://map.japanpost.jp/p/search/dtl/300182378000/?&cond2=1&cond200=1&&his=sa2,969-6273 福島県大沼郡会津美里町八木沢伴右エ門前３４０３−３,37.4744081,139.8181972
1,会津赤沢郵便局,https://map.japanpost.jp/p/search/dtl/300182378000/?&cond2=1&cond200=1&&his=sa2,969-6273 福島県大沼郡会津美里町八木沢伴右エ門前３４０３−３,37.4744081,139.8181972
2,会津高田郵便局,https://map.japanpost.jp/p/search/dtl/300182025000/?&cond2=1&cond200=1&&his=sa2,969-6299 福島県大沼郡会津美里町高田甲１４２２−２,37.4566633,139.8370708
3,会津本郷郵便局,https://map.japanpost.jp/p/search/dtl/300182055000/?&cond2=1&cond200=1&&his=sa2,969-6199 福島県大沼郡会津美里町本郷上甲３０６２−１,37.4506044,139.8894419
4,旭簡易郵便局,https://map.japanpost.jp/p/search/dtl/300182736000/?&cond2=1&cond200=1&&his=sa2,969-6225 福島県大沼郡会津美里町旭三寄北村東６９−１,37.4351044,139.8362989
5,永井野郵便局,https://map.japanpost.jp/p/search/dtl/300182164000/?&cond2=1&cond200=1&&his=sa2,969-6251 福島県大沼郡会津美里町永井野下町１８６９,37.4477833,139.8307861
6,新鶴郵便局,https://map.japanpost.jp/p/search/dtl/300182163000/?&cond2=1&cond200=1&&his=sa2,969-6499 福島県大沼郡会津美里町新屋敷沢道西甲１６０２,37.5175406,139.8301311
7,西本簡易郵便局,https://map.japanpost.jp/p/search/dtl/300182854000/?&cond2=1&cond200=1&&his=sa2,969-6245 福島県大沼郡会津美里町西本元冑甲９５７,37.4263861,139.8003711
8,東尾岐簡易郵便局,https://map.japanpost.jp/p/search/dtl/300182737000/?&cond2=1&cond200=1&&his=sa2,969-6232 福島県大沼郡会津美里町東尾岐宮南甲４６５８,37.39334,139.8153878
9,安田前簡易郵便局,https://map.japanpost.jp/p/search/dtl/300182763000/?&cond2=1&cond200=1&&his=sa2,969-6205 福島県大沼郡会津美里町御田２６５７−３,37.4698747,139.8476392
