,0,1,2,Latitude,Longitude
0,水沢郵便局,https://map.japanpost.jp/p/search/dtl/300183010000/?&cond2=1&cond200=1&&his=sa2,023-8799 岩手県奥州市水沢字寺脇１−５,39.1407744,141.1458978
1,水沢郵便局,https://map.japanpost.jp/p/search/dtl/300183010000/?&cond2=1&cond200=1&&his=sa2,023-8799 岩手県奥州市水沢字寺脇１−５,39.1407744,141.1458978
2,赤生津簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183806000/?&cond2=1&cond200=1&&his=sa2,029-4203 岩手県奥州市前沢生母長根２６−７,39.0340144,141.1515983
3,愛宕原簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183786000/?&cond2=1&cond200=1&&his=sa2,023-0403 岩手県奥州市胆沢若柳愛宕１８７,39.1261725,140.9869181
4,姉体郵便局,https://map.japanpost.jp/p/search/dtl/300183155000/?&cond2=1&cond200=1&&his=sa2,023-0833 岩手県奥州市水沢上姉体１−１−６,39.1145942,141.1678364
5,胆沢郵便局,https://map.japanpost.jp/p/search/dtl/300183129000/?&cond2=1&cond200=1&&his=sa2,023-0499 岩手県奥州市胆沢南都田石行１２３,39.1165558,141.0689797
6,胆沢若柳簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183844000/?&cond2=1&cond200=1&&his=sa2,023-0403 岩手県奥州市胆沢若柳壱本松２４６−８,39.1313067,141.0591686
7,伊手郵便局,https://map.japanpost.jp/p/search/dtl/300183117000/?&cond2=1&cond200=1&&his=sa2,023-1761 岩手県奥州市江刺伊手八幡５５−４,39.1828117,141.303095
8,稲瀬郵便局,https://map.japanpost.jp/p/search/dtl/300183180000/?&cond2=1&cond200=1&&his=sa2,023-1132 岩手県奥州市江刺稲瀬広岡１,39.2148917,141.1564169
9,岩手黒石郵便局,https://map.japanpost.jp/p/search/dtl/300183110000/?&cond2=1&cond200=1&&his=sa2,023-0101 岩手県奥州市水沢黒石町字鶴城１２４,39.0914031,141.1906644
10,江刺大平簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183791000/?&cond2=1&cond200=1&&his=sa2,023-0171 岩手県奥州市江刺田原大平２３６−５,39.1191786,141.2572944
11,江刺郵便局,https://map.japanpost.jp/p/search/dtl/300183038000/?&cond2=1&cond200=1&&his=sa2,023-1199 岩手県奥州市江刺南大通り７−４４,39.1885361,141.1759836
12,大畑平簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183785000/?&cond2=1&cond200=1&&his=sa2,023-0402 岩手県奥州市胆沢小山下大畑平２,39.1000706,141.0309172
13,愛宕郵便局,https://map.japanpost.jp/p/search/dtl/300183189000/?&cond2=1&cond200=1&&his=sa2,023-1131 岩手県奥州市江刺愛宕境畑１９９−１,39.1723128,141.1562281
14,小山郵便局,https://map.japanpost.jp/p/search/dtl/300183163000/?&cond2=1&cond200=1&&his=sa2,023-0402 岩手県奥州市胆沢小山峠１１３,39.1001161,141.08083
15,木細工簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183792000/?&cond2=1&cond200=1&&his=sa2,023-1551 岩手県奥州市江刺米里向木細工８−１,39.1976214,141.3485558
16,北股簡易郵便局,https://map.japanpost.jp/p/search/dtl/300183751000/?&cond2=1&cond200=1&&his=sa2,029-4315 岩手県奥州市衣川天田８１−４,39.0739808,141.0141731
17,衣川郵便局,https://map.japanpost.jp/p/search/dtl/300183128000/?&cond2=1&cond200=1&&his=sa2,029-4399 岩手県奥州市衣川古戸６２−２４,39.0406142,141.0635767
18,佐倉河郵便局,https://map.japanpost.jp/p/search/dtl/300183274000/?&cond2=1&cond200=1&&his=sa2,023-0003 岩手県奥州市水沢佐倉河松堂１９−１５,39.1628939,141.1301472
