,0,1,2,Latitude,Longitude
0,岩沼郵便局,https://map.japanpost.jp/p/search/dtl/300181022000/?&cond2=1&cond200=1&&his=sa2,989-2499 宮城県岩沼市桜３−５−３,38.1095125,140.8698456
1,岩沼郵便局,https://map.japanpost.jp/p/search/dtl/300181022000/?&cond2=1&cond200=1&&his=sa2,989-2499 宮城県岩沼市桜３−５−３,38.1095125,140.8698456
2,岩沼相の原郵便局,https://map.japanpost.jp/p/search/dtl/300181345000/?&cond2=1&cond200=1&&his=sa2,989-2431 宮城県岩沼市相の原２−６−５,38.1180594,140.8731114
3,岩沼桑原郵便局,https://map.japanpost.jp/p/search/dtl/300181325000/?&cond2=1&cond200=1&&his=sa2,989-2445 宮城県岩沼市桑原１−９−８,38.1012106,140.8619989
4,岩沼土ケ崎郵便局,https://map.japanpost.jp/p/search/dtl/300181382000/?&cond2=1&cond200=1&&his=sa2,989-2451 宮城県岩沼市土ケ崎４−１２−３３,38.1124117,140.8543097
5,下野郷郵便局,https://map.japanpost.jp/p/search/dtl/300181246000/?&cond2=1&cond200=1&&his=sa2,989-2421 宮城県岩沼市下野郷北長沼４,38.1328383,140.9157089
6,玉浦西簡易郵便局,https://map.japanpost.jp/p/search/dtl/300181756000/?&cond2=1&cond200=1&&his=sa2,989-2423 宮城県岩沼市玉浦西２−１−６,38.1075439,140.8952381
7,玉浦郵便局,https://map.japanpost.jp/p/search/dtl/300181187000/?&cond2=1&cond200=1&&his=sa2,989-2424 宮城県岩沼市早股小林３９５−７,38.1049383,140.9094053
8,吹上簡易郵便局,https://map.japanpost.jp/p/search/dtl/300181759000/?&cond2=1&cond200=1&&his=sa2,989-2453 宮城県岩沼市大昭和４−１５,38.0903306,140.8571386
9,矢野目簡易郵便局,https://map.japanpost.jp/p/search/dtl/300181757000/?&cond2=1&cond200=1&&his=sa2,989-2421 宮城県岩沼市下野郷舘外２４０,38.1247372,140.9040019
